"","gene_name","cont_topology","intro_topology","control_trio_min","intro_trio_min"
"3240","Solyc02g089230"," P1P2"," P1P2","P2P3","P1P2"
"3241","Solyc02g089240"," P1P2"," P1P2","P1P3","P1P3"
"3242","Solyc02g089250"," P1P2"," P1P2","P2P3","P2P3"
"3243","Solyc02g089260"," P1P2"," P1P2","P1P2","P2P3"
"3246","Solyc02g089280"," P1P2"," P1P2","P1P3","P1P3"
"3248","Solyc02g089310"," P1P2"," P1P2","P1P3","P2P3"
"3249","Solyc02g089320"," P1P2"," P1P2","P1P3","P1P2"
"3250","Solyc02g089330"," P1P2"," P1P2","P1P2","P1P2"
"3252","Solyc02g089350"," P1P2"," P1P2","P1P2","P2P3"
"3253","Solyc02g089360"," P1P2"," P1P2","P2P3","P2P3"
"3254","Solyc02g089390"," P1P2"," P1P2","P1P2","P2P3"
"3256","Solyc02g089410"," P1P2"," P1P2","P1P2","P1P2"
"3257","Solyc02g089440"," P1P2"," P1P2","P2P3","P2P3"
"3259","Solyc02g089540"," P1P2"," P1P2","P1P2","P1P2"
"3260","Solyc02g089550"," P1P2"," P1P2","P1P3","P1P3"
"3261","Solyc02g089560"," P1P2"," P1P2","P2P3","P1P3"
"3262","Solyc02g089600"," P1P2"," P1P2","P1P2","P1P2"
"3263","Solyc02g089610"," P1P2"," P1P2","P1P3","P2P3"
"3265","Solyc02g089620"," P1P2"," P1P2","P2P3","P2P3"
"3266","Solyc02g089640"," P1P2"," P1P2","P1P2","P2P3"
"3267","Solyc02g089680"," P1P2"," P1P2","P1P2","P1P3"
"3269","Solyc02g089690"," P1P2"," P1P2","P2P3","P1P3"
"3270","Solyc02g089720"," P1P2"," P1P2","P1P2","P1P2"
"3271","Solyc02g089730"," P1P2"," P2P3","P1P3","P1P2"
"3273","Solyc02g089760"," P1P2"," P1P2","P2P3","P1P2"
"3274","Solyc02g089800"," P1P2"," P1P2","P1P3","P1P3"
"3275","Solyc02g089810"," P1P2"," P1P2","P1P2","P1P2"
"3276","Solyc02g089820"," P1P2"," P1P2","P1P3","P1P2"
"3277","Solyc02g089840"," P1P2"," P1P2","P1P2","P1P2"
"3278","Solyc02g089850"," P1P2"," P1P2","P1P2","P2P3"
"3279","Solyc02g089870"," P1P2"," P1P2","P1P3","P1P2"
"3280","Solyc02g089890"," P1P2"," P1P2","P1P2","P1P2"
"3281","Solyc02g089900"," P1P2"," P1P2","P1P3","P2P3"
"3282","Solyc02g089950"," P1P2"," P1P2","P2P3","P1P2"
"3283","Solyc02g089960"," P1P2"," P1P2","P2P3","P2P3"
"3284","Solyc02g089970"," P1P2"," P1P2","P2P3","P2P3"
"3285","Solyc02g089980"," P1P2"," P1P2","P1P3","P1P3"
"3287","Solyc02g090000"," P1P2"," P2P3","P2P3","P2P3"
"3290","Solyc02g090070"," P1P2"," P1P2","P1P2","P2P3"
"3293","Solyc02g090110"," P1P2"," P1P2","P1P3","P2P3"
"3294","Solyc02g090120"," P1P2"," P2P3","P1P2","P1P2"
"3295","Solyc02g090130"," P1P2"," P2P3","P1P2","P1P2"
"3296","Solyc02g090160"," P1P2"," P1P2","P1P2","P1P3"
"3297","Solyc02g090170"," P1P2"," P1P2","P1P3","P1P2"
"3298","Solyc02g090180"," P1P2"," P1P2","P1P2","P2P3"
"3299","Solyc02g090190"," P1P2"," P1P2","P1P3","P1P3"
"3301","Solyc02g090230"," P1P2"," P1P2","P1P2","P1P2"
"3302","Solyc02g090260"," P1P2"," P1P2","P2P3","P1P3"
"3305","Solyc02g090360"," P1P2"," P1P2","P1P2","P2P3"
"3308","Solyc02g090420"," P1P2"," P1P2","P1P2","P1P2"
"3310","Solyc02g090440"," P1P3"," P1P2","P1P3","P1P2"
"3312","Solyc02g090510"," P1P2"," P1P2","P1P3","P1P3"
"3313","Solyc02g090530"," P1P2"," P1P2","P1P2","P1P2"
"3314","Solyc02g090570"," P1P2"," P1P2","P1P3","P1P3"
"3315","Solyc02g090620"," P1P2"," P2P3","P2P3","P2P3"
"3316","Solyc02g090650"," P1P2"," P1P2","P1P2","P2P3"
"3318","Solyc02g090710"," P1P2"," P1P2","P1P2","P1P3"
"3319","Solyc02g090720"," P1P2"," P1P2","P1P2","P1P2"
"3320","Solyc02g090750"," P1P2"," P1P2","P1P2","P1P3"
"3321","Solyc02g090760"," P1P2"," P1P2","P1P2","P1P2"
"3322","Solyc02g090810"," P1P2"," P1P2","P1P3","P1P3"
"3323","Solyc02g090820"," P1P2"," P1P2","P1P3","P2P3"
"3325","Solyc02g090850"," P1P2"," P1P2","P1P2","P1P3"
"3326","Solyc02g090860"," P1P2"," P1P2","P1P3","P2P3"
"3327","Solyc02g090870"," P1P2"," P1P2","P1P3","P2P3"
"3328","Solyc02g090890"," P1P2"," P1P2","P1P3","P1P3"
"3329","Solyc02g090900"," P1P2"," P1P2","P2P3","P1P3"
"3330","Solyc02g090910"," P1P2"," P1P2","P1P2","P1P2"
"3331","Solyc02g090970"," P1P2"," P1P2","P1P3","P2P3"
"3332","Solyc02g090980"," P1P2"," P1P2","P2P3","P1P2"
"3333","Solyc02g091030"," P1P2"," P1P2","P2P3","P1P2"
"3334","Solyc02g091090"," P1P2"," P1P2","P2P3","P1P2"
"3335","Solyc02g091100"," P1P2"," P2P3","P2P3","P1P3"
"3336","Solyc02g091110"," P1P2"," P1P2","P1P3","P1P2"
"3337","Solyc02g091120"," P1P2"," P1P2","P2P3","P1P2"
"3338","Solyc02g091190"," P1P2"," P1P2","P1P3","P2P3"
"3339","Solyc02g091210"," P1P2"," P1P2","P1P3","P1P2"
"3341","Solyc02g091240"," P1P2"," P1P2","P1P3","P1P2"
"3342","Solyc02g091270"," P1P2"," P1P2","P2P3","P1P3"
"3343","Solyc02g091280"," P1P2"," P1P2","P1P3","P1P2"
"3344","Solyc02g091290"," P1P2"," P1P2","P2P3","P1P3"
"3347","Solyc02g091330"," P1P2"," P1P2","P1P2","P1P3"
"3348","Solyc02g091340"," P1P2"," P1P2","P2P3","P1P3"
"3349","Solyc02g091410"," P1P2"," P1P2","P1P2","P2P3"
"3350","Solyc02g091430"," P1P2"," P1P2","P2P3","P2P3"
"3351","Solyc02g091460"," P1P2"," P1P2","P1P3","P2P3"
"3352","Solyc02g091470"," P1P2"," P2P3","P1P3","P2P3"
"3353","Solyc02g091490"," P1P2"," P1P2","P1P3","P2P3"
"3354","Solyc02g091500"," P1P3"," P1P3","P1P2","P2P3"
"3356","Solyc02g091520"," P1P2"," P1P2","P1P2","P1P2"
"3357","Solyc02g091580"," P1P2"," P1P2","P1P3","P2P3"
"3358","Solyc02g091620"," P1P2"," P1P2","P1P2","P1P3"
"3360","Solyc02g091660"," P1P2"," P1P2","P2P3","P1P2"
"3361","Solyc02g091670"," P1P2"," P1P2","P1P3","P1P3"
"3362","Solyc02g091710"," P1P2"," P1P2","P1P2","P1P3"
"3364","Solyc02g091730"," P1P2"," P1P2","P1P2","P2P3"
"3366","Solyc02g091750"," P1P2"," P1P2","P1P2","P1P2"
"3367","Solyc02g091790"," P1P2"," P1P2","P1P3","P1P2"
"3368","Solyc02g091840"," P1P2"," P1P2","P1P3","P1P2"
"3369","Solyc02g091860"," P1P2"," P1P2","P1P3","P1P2"
"3370","Solyc02g091880"," P1P2"," P1P2","P1P2","P1P2"
"3371","Solyc02g091890"," P1P2"," P1P3","P2P3","P2P3"
"3372","Solyc02g091930"," P1P2"," P1P2","P1P3","P2P3"
"3373","Solyc02g091940"," P1P2"," P1P2","P1P3","P1P2"
"3374","Solyc02g091950"," P1P2"," P1P2","P1P2","P1P3"
"3376","Solyc02g091970"," P1P2"," P1P2","P1P3","P1P3"
"3377","Solyc02g092000"," P1P2"," P1P2","P1P2","P2P3"
"3378","Solyc02g092010"," P1P2"," P1P2","P2P3","P2P3"
"3379","Solyc02g092040"," P1P2"," P1P2","P1P3","P2P3"
"3380","Solyc02g092050"," P1P2"," P1P2","P1P3","P1P3"
"3381","Solyc02g092070"," P1P2"," P1P2","P1P2","P1P2"
"3382","Solyc02g092080"," P1P2"," P1P2","P1P3","P1P2"
"3383","Solyc02g092130"," P1P2"," P1P3","P2P3","P2P3"
"3385","Solyc02g092210"," P1P2"," P1P2","P1P2","P2P3"
"3388","Solyc02g092230"," P1P2"," P2P3","P2P3","P1P3"
"3389","Solyc02g092240"," P1P2"," P1P2","P1P2","P1P2"
"3390","Solyc02g092250"," P1P2"," P1P2","P1P2","P1P2"
"3391","Solyc02g092260"," P1P2"," P1P2","P1P2","P1P3"
"3392","Solyc02g092270"," P1P2"," P1P2","P1P2","P1P2"
"3393","Solyc02g092290"," P1P2"," P1P2","P1P2","P1P3"
"3394","Solyc02g092300"," P1P2"," P1P2","P2P3","P2P3"
"3395","Solyc02g092310"," P1P2"," P1P2","P1P2","P1P3"
"3396","Solyc02g092330"," P1P2"," P1P2","P2P3","P2P3"
"3398","Solyc02g092380"," P1P2"," P1P2","P1P2","P1P2"
"3399","Solyc02g092390"," P1P2"," P2P3","P2P3","P2P3"
"3400","Solyc02g092420"," P1P2"," P2P3","P1P2","P2P3"
"3402","Solyc02g092480"," P1P2"," P1P2","P2P3","P1P2"
"3404","Solyc02g092500"," P1P2"," P1P2","P2P3","P2P3"
"3405","Solyc02g092510"," P1P2"," P2P3","P1P2","P2P3"
"3408","Solyc02g092530"," P1P2"," P2P3","P1P2","P1P3"
"3411","Solyc02g092620"," P1P2"," P1P2","P1P2","P2P3"
"3412","Solyc02g092640"," P1P2"," P1P2","P1P3","P1P3"
"3413","Solyc02g092650"," P1P2"," P1P2","P1P2","P1P2"
"3414","Solyc02g092660"," P1P2"," P1P2","P1P3","P1P2"
"3415","Solyc02g092670"," P1P2"," P1P2","P1P2","P1P2"
"3416","Solyc02g092680"," P2P3"," P1P2","P2P3","P1P2"
"3417","Solyc02g092710"," P1P2"," P1P2","P1P2","P2P3"
"3418","Solyc02g092730"," P1P2"," P1P2","P2P3","P1P2"
"3422","Solyc02g092790"," P1P2"," P1P2","P1P3","P1P2"
"3425","Solyc02g092840"," P1P2"," P1P2","P1P2","P1P2"
"3426","Solyc02g092910"," P1P2"," P1P2","P2P3","P1P3"
"3427","Solyc02g092920"," P1P2"," P1P2","P2P3","P1P3"
"3428","Solyc02g092940"," P1P2"," P1P2","P2P3","P1P2"
"3429","Solyc02g092950"," P1P2"," P1P3","P2P3","P1P2"
"3430","Solyc02g092980"," P1P2"," P1P2","P2P3","P1P2"
"3431","Solyc02g092990"," P1P2"," P1P2","P2P3","P1P3"
"3432","Solyc02g093000"," P1P2"," P2P3","P1P2","P1P3"
"3434","Solyc02g093040"," P1P2"," P1P2","P2P3","P1P3"
"3435","Solyc02g093050"," P1P2"," P1P2","P2P3","P1P2"
"3436","Solyc02g093060"," P1P2"," P2P3","P2P3","P2P3"
"3437","Solyc02g093080"," P1P2"," P1P2","P1P3","P2P3"
"3438","Solyc02g093090"," P1P2"," P1P2","P1P3","P1P3"
"3439","Solyc02g093100"," P1P2"," P1P2","P1P2","P1P3"
"3440","Solyc02g093110"," P1P2"," P1P2","P2P3","P2P3"
"3441","Solyc02g093120"," P1P2"," P1P2","P2P3","P2P3"
"3443","Solyc02g093140"," P1P2"," P1P2","P1P2","P2P3"
"3444","Solyc02g093150"," P1P2"," P1P2","P1P3","P2P3"
"3445","Solyc02g093180"," P1P2"," P1P2","P1P2","P1P3"
"3446","Solyc02g093190"," P1P2"," P2P3","P1P2","P1P3"
"3447","Solyc02g093250"," P1P2"," P1P2","P1P3","P1P3"
"3448","Solyc02g093270"," P1P2"," P1P2","P2P3","P1P2"
"3449","Solyc02g093290"," P1P2"," P1P2","P2P3","P1P3"
"3450","Solyc02g093300"," P1P2"," P1P2","P1P3","P1P2"
"3451","Solyc02g093310"," P1P2"," P1P2","P1P2","P1P3"
"3452","Solyc02g093340"," P1P2"," P1P2","P1P2","P2P3"
"3454","Solyc02g093360"," P1P2"," P2P3","P2P3","P1P2"
"3455","Solyc02g093390"," P1P2"," P2P3","P1P2","P1P2"
"3456","Solyc02g093410"," P1P2"," P1P2","P2P3","P2P3"
"3457","Solyc02g093420"," P1P2"," P1P2","P1P2","P1P3"
"3458","Solyc02g093430"," P1P2"," P1P2","P1P2","P1P2"
"3459","Solyc02g093440"," P1P2"," P1P2","P1P2","P1P3"
"3460","Solyc02g093450"," P1P2"," P2P3","P1P2","P2P3"
"3461","Solyc02g093460"," P1P2"," P1P2","P2P3","P1P3"
"3462","Solyc02g093470"," P1P2"," P1P2","P1P3","P2P3"
"3463","Solyc02g093490"," P1P2"," P1P2","P2P3","P1P3"
"3464","Solyc02g093510"," P1P2"," P1P2","P2P3","P2P3"
"3465","Solyc02g093520"," P1P2"," P1P2","P1P2","P2P3"
"3466","Solyc02g093530"," P1P2"," P1P2","P1P3","P2P3"
"3468","Solyc02g093550"," P1P2"," P1P2","P2P3","P1P3"
"3469","Solyc02g093590"," P1P2"," P1P2","P1P2","P1P2"
"3470","Solyc02g093620"," P1P2"," P1P2","P1P2","P2P3"
"3471","Solyc02g093630"," P1P2"," P1P2","P1P2","P1P3"
"3472","Solyc02g093640"," P1P2"," P1P2","P1P3","P1P3"
"3474","Solyc02g093690"," P1P2"," P1P2","P2P3","P2P3"
"3475","Solyc02g093710"," P1P2"," P1P2","P2P3","P1P2"
"3478","Solyc02g093790"," P1P2"," P1P2","P2P3","P2P3"
"3479","Solyc02g093800"," P1P2"," P1P2","P2P3","P1P3"
"3480","Solyc02g093810"," P1P2"," P2P3","P2P3","P2P3"
"3481","Solyc02g093820"," P1P2"," P1P2","P1P3","P1P2"
"3482","Solyc02g093830"," P1P2"," P1P2","P1P2","P2P3"
"3483","Solyc02g093840"," P1P2"," P1P2","P1P2","P1P3"
"3484","Solyc02g093850"," P1P2"," P1P2","P1P2","P2P3"
"3485","Solyc02g093860"," P1P2"," P2P3","P1P3","P2P3"
"3486","Solyc02g093870"," P1P2"," P1P2","P1P3","P1P3"
"3487","Solyc02g093880"," P1P2"," P1P2","P2P3","P2P3"
"3488","Solyc02g093900"," P1P2"," P1P2","P1P3","P1P2"
"3489","Solyc02g093930"," P1P2"," P1P2","P2P3","P1P3"
"3491","Solyc02g093940"," P1P2"," P1P2","P1P3","P2P3"
"3492","Solyc02g093950"," P1P2"," P1P2","P1P2","P1P2"
"3494","Solyc02g094030"," P1P2"," P1P2","P1P2","P2P3"
"3495","Solyc02g094090"," P1P2"," P1P3","P1P2","P2P3"
"3496","Solyc02g094120"," P1P2"," P1P2","P1P3","P2P3"
"3497","Solyc02g094130"," P1P2"," P1P3","P1P3","P2P3"
"3498","Solyc02g094140"," P1P2"," P1P2","P1P2","P2P3"
"3500","Solyc02g094200"," P1P2"," P2P3","P1P3","P1P3"
"3502","Solyc02g094250"," P1P2"," P1P2","P1P3","P1P3"
"3503","Solyc02g094260"," P1P2"," P1P2","P2P3","P1P3"
"3504","Solyc02g094280"," P1P2"," P1P2","P1P2","P1P2"
"3505","Solyc02g094300"," P1P2"," P1P2","P1P2","P1P3"
"3506","Solyc02g094310"," P1P2"," P1P3","P2P3","P1P3"
"3507","Solyc02g094320"," P1P2"," P1P2","P1P2","P1P3"
"3508","Solyc02g094330"," P1P2"," P1P2","P2P3","P1P3"
"3509","Solyc02g094350"," P1P2"," P1P2","P1P3","P1P3"
"3510","Solyc02g094360"," P1P2"," P1P2","P2P3","P2P3"
"3511","Solyc02g094390"," P1P2"," P1P2","P1P2","P1P3"
"3513","Solyc02g094410"," P1P2"," P1P2","P2P3","P1P3"
"3515","Solyc02g094430"," P1P2"," P1P2","P1P2","P1P2"
"3517","Solyc02g094440"," P1P2"," P1P2","P2P3","P1P2"
"3518","Solyc02g094450"," P1P2"," P1P2","P2P3","P2P3"
"3519","Solyc02g094470"," P1P2"," P1P2","P2P3","P2P3"
"3520","Solyc02g094480"," P1P2"," P1P2","P2P3","P2P3"
"3522","Solyc02g094500"," P1P2"," P1P2","P1P2","P1P2"
"3523","Solyc02g094510"," P1P2"," P1P2","P1P2","P1P3"
"3524","Solyc02g094520"," P1P2"," P1P2","P2P3","P1P2"
"3525","Solyc02g094540"," P1P2"," P1P2","P1P2","P1P2"
"3526","Solyc02g094560"," P1P2"," P1P2","P1P3","P2P3"
"3527","Solyc02g094590"," P1P2"," P1P2","P1P3","P1P2"
"3530","Solyc02g094640"," P1P2"," P1P2","P1P2","P1P2"
"3531","Solyc03g005010"," P1P2"," P1P2","P2P3","P2P3"
"3536","Solyc03g005070"," P1P2"," P1P3","P1P2","P1P3"
"3537","Solyc03g005080"," P1P2"," P1P2","P2P3","P1P3"
"3538","Solyc03g005090"," P1P2"," P1P2","P1P2","P1P2"
"3539","Solyc03g005100"," P1P3"," P1P3","P1P2","P1P2"
"3540","Solyc03g005120"," P1P2"," P1P3","P1P3","P1P3"
"3542","Solyc03g005170"," P1P2"," P1P2","P1P3","P1P3"
"3547","Solyc03g005250"," P1P2"," P2P3","P1P3","P2P3"
"3548","Solyc03g005260"," P1P2"," P2P3","P1P2","P1P2"
"3550","Solyc03g005300"," P1P2"," P1P2","P1P2","P1P3"
"3551","Solyc03g005310"," P1P2"," P1P2","P2P3","P2P3"
"3553","Solyc03g005320"," P1P2"," P1P2","P1P2","P1P3"
"3555","Solyc03g005340"," P1P2"," P1P2","P1P2","P1P2"
"3558","Solyc03g005380"," P1P2"," P1P3","P1P2","P1P2"
"3559","Solyc03g005390"," P1P2"," P1P2","P2P3","P2P3"
"3560","Solyc03g005410"," P1P2"," P1P2","P1P2","P1P2"
"3561","Solyc03g005420"," P1P2"," P2P3","P1P3","P2P3"
"3562","Solyc03g005430"," P1P2"," P1P2","P1P3","P2P3"
"3563","Solyc03g005440"," P1P2"," P1P2","P2P3","P2P3"
"3564","Solyc03g005450"," P1P2"," P1P2","P2P3","P1P3"
"3565","Solyc03g005460"," P1P2"," P1P2","P2P3","P1P2"
"3566","Solyc03g005470"," P1P2"," P2P3","P1P3","P1P2"
"3567","Solyc03g005570"," P1P2"," P1P2","P1P2","P2P3"
"3568","Solyc03g005600"," P1P2"," P1P2","P1P2","P1P3"
"3569","Solyc03g005680"," P1P2"," P1P2","P2P3","P2P3"
"3570","Solyc03g005690"," P1P2"," P1P2","P2P3","P2P3"
"3571","Solyc03g005700"," P1P2"," P1P2","P2P3","P1P3"
"3574","Solyc03g005750"," P1P2"," P1P2","P1P3","P1P3"
"3575","Solyc03g005760"," P1P2"," P1P2","P1P3","P2P3"
"3576","Solyc03g005770"," P1P2"," P2P3","P1P2","P2P3"
"3577","Solyc03g005800"," P1P2"," P2P3","P1P3","P2P3"
"3578","Solyc03g005820"," P1P2"," P1P2","P1P3","P1P2"
"3579","Solyc03g005830"," P1P2"," P1P2","P1P2","P1P3"
"3580","Solyc03g005870"," P1P2"," P1P2","P1P2","P1P3"
"3581","Solyc03g005920"," P1P2"," P1P2","P1P3","P1P2"
"3582","Solyc03g005930"," P1P2"," P1P2","P1P3","P2P3"
"3584","Solyc03g005990"," P1P2"," P1P3","P2P3","P1P3"
"3585","Solyc03g006000"," P1P2"," P1P2","P1P2","P1P2"
"3586","Solyc03g006020"," P1P2"," P1P2","P2P3","P1P2"
"3587","Solyc03g006050"," P1P2"," P1P2","P1P2","P1P3"
"3588","Solyc03g006060"," P1P2"," P1P2","P1P2","P2P3"
"3590","Solyc03g006130"," P1P2"," P2P3","P1P2","P1P3"
"3591","Solyc03g006140"," P1P2"," P2P3","P1P2","P1P3"
"3594","Solyc03g006250"," P1P2"," P1P2","P2P3","P2P3"
"3595","Solyc03g006280"," P1P2"," P1P2","P2P3","P1P3"
"3596","Solyc03g006300"," P1P2"," P1P2","P1P3","P2P3"
"3597","Solyc03g006310"," P1P2"," P1P2","P1P3","P1P3"
"3598","Solyc03g006330"," P1P2"," P1P2","P2P3","P1P2"
"3599","Solyc03g006350"," P1P2"," P1P2","P1P2","P1P3"
"3600","Solyc03g006360"," P1P2"," P1P2","P1P3","P2P3"
"3601","Solyc03g006380"," P1P2"," P1P2","P1P3","P1P3"
"3603","Solyc03g006400"," P1P2"," P1P2","P1P2","P2P3"
"3604","Solyc03g006420"," P1P2"," P1P2","P1P3","P1P3"
"3605","Solyc03g006430"," P1P2"," P1P2","P1P3","P2P3"
"3606","Solyc03g006460"," P1P2"," P1P2","P2P3","P2P3"
"3608","Solyc03g006500"," P1P2"," P1P2","P1P3","P1P2"
"3609","Solyc03g006510"," P1P2"," P2P3","P1P3","P2P3"
"3610","Solyc03g006520"," P1P2"," P1P2","P1P2","P2P3"
"3611","Solyc03g006560"," P1P2"," P1P2","P2P3","P1P3"
"3613","Solyc03g006580"," P1P2"," P1P3","P2P3","P1P2"
"3614","Solyc03g006600"," P1P2"," P1P2","P1P3","P1P3"
"3615","Solyc03g006630"," P1P2"," P1P2","P1P2","P1P2"
"3618","Solyc03g006660"," P1P2"," P1P2","P2P3","P1P2"
"3619","Solyc03g006680"," P1P2"," P1P2","P2P3","P1P2"
"3620","Solyc03g006800"," P1P2"," P1P2","P2P3","P1P2"
"3621","Solyc03g006820"," P1P2"," P1P2","P1P2","P2P3"
"3622","Solyc03g006830"," P1P2"," P1P2","P1P3","P1P3"
"3623","Solyc03g006850"," P1P2"," P1P2","P2P3","P2P3"
"3624","Solyc03g006870"," P1P2"," P1P2","P1P2","P1P2"
"3625","Solyc03g006920"," P1P2"," P1P2","P1P2","P2P3"
"3626","Solyc03g006960"," P1P2"," P1P2","P1P2","P1P3"
"3627","Solyc03g006970"," P1P2"," P1P2","P1P2","P2P3"
"3628","Solyc03g006980"," P1P2"," P1P2","P1P3","P2P3"
"3630","Solyc03g007000"," P1P2"," P1P2","P2P3","P1P2"
"3632","Solyc03g007040"," P1P2"," P1P2","P1P2","P1P2"
"3633","Solyc03g007050"," P1P2"," P1P2","P1P3","P1P3"
"3634","Solyc03g007070"," P1P2"," P1P2","P2P3","P1P3"
"3635","Solyc03g007100"," P1P2"," P1P2","P1P2","P1P2"
"3638","Solyc03g007140"," P1P2"," P1P2","P2P3","P1P3"
"3640","Solyc03g007170"," P1P2"," P1P2","P1P3","P2P3"
"3641","Solyc03g007180"," P1P2"," P1P2","P1P2","P1P2"
"3642","Solyc03g007190"," P1P2"," P1P2","P1P2","P2P3"
"3643","Solyc03g007200"," P1P2"," P1P2","P1P3","P2P3"
"3644","Solyc03g007210"," P1P2"," P1P2","P1P2","P2P3"
"3645","Solyc03g007230"," P1P2"," P1P2","P1P3","P2P3"
"3646","Solyc03g007240"," P1P2"," P1P2","P1P2","P2P3"
"3649","Solyc03g007270"," P1P2"," P1P2","P2P3","P1P2"
"3650","Solyc03g007280"," P1P2"," P1P2","P2P3","P2P3"
"3651","Solyc03g007320"," P1P2"," P2P3","P2P3","P2P3"
"3652","Solyc03g007330"," P1P2"," P1P2","P1P2","P1P3"
"3653","Solyc03g007370"," P1P2"," P1P2","P2P3","P1P3"
"3654","Solyc03g007390"," P1P2"," P1P2","P1P2","P1P2"
"3655","Solyc03g007420"," P1P2"," P1P2","P1P2","P1P2"
"3656","Solyc03g007430"," P1P2"," P1P2","P1P3","P1P2"
"3657","Solyc03g007440"," P1P2"," P2P3","P2P3","P1P2"
"3658","Solyc03g007470"," P1P2"," P1P2","P1P2","P2P3"
"3662","Solyc03g007510"," P1P2"," P1P2","P2P3","P1P2"
"3663","Solyc03g007520"," P1P2"," P1P2","P2P3","P1P3"
"3664","Solyc03g007550"," P1P2"," P1P2","P1P3","P1P2"
"3665","Solyc03g007590"," P1P2"," P2P3","P2P3","P1P2"
"3666","Solyc03g007600"," P1P2"," P1P2","P1P3","P1P3"
"3668","Solyc03g007620"," P1P2"," P1P2","P2P3","P1P2"
"3670","Solyc03g007660"," P1P2"," P1P2","P2P3","P1P2"
"3671","Solyc03g007670"," P1P2"," P1P2","P1P2","P2P3"
"3672","Solyc03g007680"," P1P2"," P2P3","P2P3","P2P3"
"3673","Solyc03g007690"," P1P2"," P1P2","P1P2","P1P3"
"3674","Solyc03g007740"," P1P2"," P1P2","P1P2","P1P2"
"3675","Solyc03g007750"," P1P2"," P1P2","P1P2","P1P3"
"3676","Solyc03g007760"," P1P2"," P1P2","P2P3","P2P3"
"3677","Solyc03g007770"," P1P2"," P2P3","P2P3","P1P2"
"3679","Solyc03g007780"," P1P2"," P1P2","P1P2","P1P2"
"3680","Solyc03g007800"," P1P2"," P1P2","P1P3","P1P2"
"3681","Solyc03g007810"," P1P2"," P1P2","P1P2","P1P2"
"3682","Solyc03g007830"," P1P2"," P1P2","P2P3","P1P2"
"3684","Solyc03g007860"," P1P2"," P2P3","P2P3","P1P3"
"3685","Solyc03g007870"," P1P2"," P1P2","P2P3","P1P3"
"3687","Solyc03g007900"," P1P2"," P1P2","P1P2","P1P2"
"3688","Solyc03g007940"," P1P2"," P1P2","P1P2","P1P2"
"3689","Solyc03g007970"," P1P3"," P2P3","P2P3","P2P3"
"3690","Solyc03g007980"," P1P2"," P1P2","P1P2","P2P3"
"3692","Solyc03g008010"," P1P2"," P1P2","P2P3","P2P3"
"3693","Solyc03g025160"," P1P2"," P1P2","P1P2","P1P2"
"3694","Solyc03g025170"," P1P2"," P1P2","P2P3","P1P2"
"3695","Solyc03g025180"," P1P2"," P1P2","P1P2","P2P3"
"3697","Solyc03g025230"," P1P2"," P1P2","P1P2","P1P2"
"3698","Solyc03g025270"," P1P2"," P1P2","P1P2","P2P3"
"3699","Solyc03g025280"," P1P2"," P1P2","P1P2","P2P3"
"3700","Solyc03g025290"," P1P2"," P1P2","P1P2","P2P3"
"3701","Solyc03g025320"," P1P2"," P1P2","P1P3","P2P3"
"3702","Solyc03g025340"," P1P2"," P2P3","P1P3","P1P2"
"3703","Solyc03g025360"," P1P2"," P1P2","P1P3","P1P3"
"3704","Solyc03g025380"," P1P2"," P1P2","P1P3","P2P3"
"3705","Solyc03g025390"," P1P2"," P2P3","P2P3","P1P2"
"3706","Solyc03g025410"," P1P2"," P1P2","P1P2","P1P3"
"3708","Solyc03g025420"," P1P2"," P1P2","P1P2","P2P3"
"3709","Solyc03g025440"," P1P2"," P1P2","P1P2","P2P3"
"3712","Solyc03g025450"," P1P2"," P1P2","P1P3","P1P3"
"3713","Solyc03g025480"," P1P2"," P1P2","P2P3","P1P2"
"3714","Solyc03g025510"," P1P2"," P1P2","P1P2","P1P3"
"3715","Solyc03g025520"," P1P2"," P1P2","P1P3","P1P3"
"3716","Solyc03g025530"," P1P2"," P1P2","P1P2","P1P2"
"3717","Solyc03g025540"," P1P2"," P1P2","P1P3","P2P3"
"3718","Solyc03g025550"," P1P2"," P1P2","P2P3","P2P3"
"3719","Solyc03g025600"," P1P2"," P2P3","P2P3","P2P3"
"3720","Solyc03g025610"," P1P2"," P1P2","P1P2","P2P3"
"3722","Solyc03g025630"," P1P2"," P1P2","P1P2","P1P2"
"3724","Solyc03g025720"," P1P2"," P1P2","P2P3","P1P3"
"3725","Solyc03g025740"," P1P2"," P1P2","P1P3","P2P3"
"3726","Solyc03g025830"," P1P2"," P1P2","P1P3","P2P3"
"3728","Solyc03g025840"," P1P2"," P1P2","P1P2","P1P2"
"3729","Solyc03g025850"," P1P2"," P1P2","P1P2","P1P2"
"3730","Solyc03g025880"," P1P2"," P1P3","P2P3","P1P2"
"3731","Solyc03g025890"," P1P2"," P1P2","P2P3","P2P3"
"3733","Solyc03g025900"," P1P2"," P1P2","P1P3","P2P3"
"3734","Solyc03g025910"," P1P2"," P1P2","P1P3","P2P3"
"3735","Solyc03g025920"," P1P2"," P1P2","P2P3","P1P3"
"3736","Solyc03g025930"," P1P2"," P1P2","P1P3","P2P3"
"3737","Solyc03g025940"," P1P2"," P1P2","P2P3","P1P2"
"3738","Solyc03g025950"," P1P2"," P1P2","P2P3","P2P3"
